Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0070122	1136.068	391.67	475.491	967.363	265.728	365.277
FBtr0343564	111.231	38.846	56.482	91.836	41.833	50.188
FBtr0308651	45.086	7.483	4.027	13.121	1.438	4.535
FBtr0339494	223.401	60.26	59.07	62.464	54.628	87.474
FBtr0070370	483.107	358.403	327.379	513.105	223.495	161.842
FBtr0070369	487.492	72.336	132.551	615.431	86.878	162.684
FBtr0346110	1.045	0.499	3.863	1.949	0	0.972
FBtr0084606	1.117	0.501	2.289	2.334	0	1.028
FBtr0113356	167.959	87.548	76.49	153.023	78.098	97.615
FBtr0088242	2788.405	1237.622	1345.074	2903.711	1098.188	1018.918
FBtr0113357	197.618	55.743	76.758	211.249	65.951	58.43
FBtr0331939	143.558	56.114	54.744	92.404	61.97	54.75
FBtr0331938	463.534	551.354	653.062	648.178	394.778	355.085
FBtr0088243	2364.293	456.091	522.733	2748.113	593.845	535.862
FBtr0306393	164.405	95.528	74.14	260.388	69.169	71.34
FBtr0082225	4.346	1.975	4.348	5.717	2.458	2.937
FBtr0337048	4.654	2.025	4.652	6.283	2.542	3.063
FBtr0074130	469.455	166.471	174	442.328	122	109
FBtr0086269	0	0	0	1	0	1
FBtr0070202	2.006	1	2	5	2	5
FBtr0085477	3843.007	2017.851	2497.913	5388.66	2191.527	2247.109
FBtr0333822	3102.168	835.394	759.723	3081.335	880.709	793.487
FBtr0082426	7	3	2	8	0	0
FBtr0329980	8.722	0.5	2.074	13.906	4.962	0.976
FBtr0112617	1.293	0.5	0.926	1.282	0.529	1.024
FBtr0081049	169	46	46	107	28	42
FBtr0345596	11.342	11.716	11.599	11.349	11.635	11.764
FBtr0076677	2323.658	1131.284	1286.401	2683.651	1025.365	1194.236
FBtr0073352	8	4	4	3	5	5
FBtr0310385	445.317	184.704	205.08	371.674	127.885	160.433
FBtr0332318	91.672	20.723	17.7	82.704	32.342	14.833
FBtr0302930	449.328	127.277	158.3	351.296	84.658	156.167
FBtr0087371	588.185	183.344	178.281	381.868	159	133
FBtr0078324	13.876	3.362	7.579	4.252	4.254	2.898
FBtr0333449	22.124	3.649	9.421	4.749	4.746	3.102
FBtr0075577	0	0	0	0	0	0
FBtr0301258	0.323	0.33	0.33	0	0	0
FBtr0301259	0.329	0.335	0.335	0	1	0
FBtr0301260	0.329	0.335	0.335	0	0	0
FBtr0071116	22	15	14	27	10	12
FBtr0083994	5.048	4.272	1.515	1.564	1.241	0.847
FBtr0334723	24.952	3.728	6.485	11.436	2.759	1.153
FBtr0077684	620.763	219	270	582.551	178	223
FBtr0307326	177.918	16.419	17.263	117.539	19.626	20.516
FBtr0307327	915.103	233.843	266.553	917.199	245.257	231.955
FBtr0307329	205.817	15.549	14.242	85.829	26.683	27.124
FBtr0307328	209.912	38.189	24.157	130.568	52.206	42.63
FBtr0083303	318	71	86	254	61	79
FBtr0347210	49.542	2.838	2.807	12.077	2.802	2.832
FBtr0347209	353.569	59.107	71.095	284.922	54.198	49.168
FBtr0445186	3.803	1.106	0.543	1.681	0	0.334
FBtr0445187	4.201	1.126	0.544	1.741	0	0.333
FBtr0445185	3.982	1.115	0.544	1.709	0	0.333
FBtr0072233	399.005	134	171.009	432.005	115	128.037
FBtr0085121	24	6	6	30	1	5
FBtr0088072	1	0	1	1	1	0
FBtr0340336	3.918	1.473	0.454	6.788	2.274	0.696
FBtr0340340	3.906	0.292	0	1.257	0	0.49
FBtr0340339	2.646	0	0	0.749	0	0.14
FBtr0340338	21.684	3.006	1.93	18.929	4.303	1.484
FBtr0340335	3.867	0.312	0	2.103	0.202	0.49
FBtr0340337	2.433	0.014	0	1.65	0.193	0.149
FBtr0080297	0	0	0	0	0	0
FBtr0081259	804	311	389	802	287	269
FBtr0343624	87.363	56.158	60.87	129.209	113.724	73.395
FBtr0331197	141.748	33.057	40.034	235.784	58.684	53.622
FBtr0080161	194.442	105.099	147.79	401.604	138.993	146.041
FBtr0347160	72.03	17.107	19.441	101.823	35.187	27.849
FBtr0110837	3.205	0.02	0	2.014	1	0
FBtr0070180	7	2	1	1	1	2
FBtr0334114	36.038	16.326	13.465	27.997	13.998	13.572
FBtr0078482	0.002	0.003	0.002	0.003	0.002	0.003
FBtr0074802	542.365	86.043	102.622	633.197	159.715	125.361
FBtr0299531	1	0	1	0	0	0
FBtr0074133	2	1	0	6	0	2
FBtr0080787	15.914	4.321	3.175	8.089	0.312	2.069
FBtr0331276	9.086	3.679	2.825	5.911	1.688	1.931
FBtr0075062	10.8	2.22	2.337	2.295	6.458	6.493
FBtr0333708	75.2	14.78	34.663	67.705	24.542	23.507
FBtr0300836	5.719	4.24	0.007	8.149	0.506	1.817
FBtr0071078	2.557	1.774	0.007	8.281	0.506	1.822
FBtr0335463	1	1	0	2	0	0
FBtr0452129	1824.783	390.458	484.175	1802.679	414.735	436.462
FBtr0308601	1	0	0	2	0	0
FBtr0077409	159.632	144.441	194.454	1633.087	575.898	600.386
FBtr0332479	268.205	40.234	29.769	339.278	66.281	41.335
FBtr0077410	61.794	23.742	32.752	58.123	78.856	67.937
FBtr0300941	1114.13	271.926	299.112	560.957	142.798	168.168
FBtr0332478	289.034	274.805	212.861	59.794	16.835	28.501
FBtr0077411	53.778	36.482	45.927	84.73	54.714	100.724
FBtr0332477	39.873	48.37	80.125	120.756	40.618	60.891
FBtr0082122	4598	1627	1906	4795	1518	1668
FBtr0331205	881.059	465.193	469.524	548.487	528.99	513.853
FBtr0331206	27.841	14.879	10.176	38.362	14.717	11.547
FBtr0331207	51.101	16.28	21.824	79.726	21.482	18.9
FBtr0331208	1264.782	107.648	109.476	1656.604	114.811	92.7
FBtr0074907	126	33	51	107	26	37
FBtr0112458	27.21	0	4.008	48.163	14.378	7.97
FBtr0112747	0	0	0	0	0	0
FBtr0074897	133.919	59.354	62.357	158.792	73.256	62.69
FBtr0304746	102.144	56.69	39.698	102.241	43.744	41.31
FBtr0301011	0	0	0	0.571	0	0
FBtr0345938	0	0	0	0.429	0	0
FBtr0112979	1790	777	934	1700	703	803
FBtr0070951	836.806	130.069	130.016	560.486	182.802	150.885
FBtr0308593	88.787	11.59	66.577	85.196	7.613	14.31
FBtr0308592	254.213	236.152	259.368	637.646	306.222	406.131
FBtr0308594	354.194	237.189	263.039	294.672	46.363	30.675
FBtr0088334	0	0.5	0.665	1.738	0.665	1.323
FBtr0339448	0	0	0.669	1.795	0.669	1.35
FBtr0339449	0	0.5	0.666	1.746	0.666	1.327
FBtr0076938	10762.943	4676	5153	13300	4879	5425
FBtr0085600	758.978	299	343.664	865	252	276
FBtr0303231	0	0	0	0	1	0
FBtr0086643	0	0	0	0	1	0
FBtr0080892	913.407	374.177	393.375	451.487	135.224	163.357
FBtr0073365	0	0	0	0	0	1
FBtr0307052	25.324	13.098	8.66	26.962	10.367	8.69
FBtr0077496	26.929	11.907	7.724	28.622	10.329	8.664
FBtr0307051	26.747	12.995	8.616	28.416	10.303	8.646
FBtr0077869	1334.408	543.16	618.219	1571.044	526.281	524.865
FBtr0072146	45	23	22	39	10	19
FBtr0087002	1	0	1	1	0	0
FBtr0112553	4.269	1	0	1	0	1
FBtr0300095	1.274	0	0.024	0.056	0.016	0.115
FBtr0078595	0.5	0	0	0	0	0
FBtr0302937	0.5	0	0	0	0	0
FBtr0079472	0	1.278	0.037	0.5	0	0
FBtr0335486	0	1.277	0.037	0.5	0	0
FBtr0346197	0.943	0	1.845	1.648	0.496	0.497
FBtr0346198	1.057	0	0.155	2.352	0.504	0.503
FBtr0080191	1187.245	559.573	703.513	1463.052	498.041	619.121
FBtr0333491	21.755	13.427	8.487	19.948	6.959	34.879
FBtr0310611	22.872	11.031	11.06	1.992	7.972	5.046
FBtr0070197	174.59	52.45	93.482	92.676	43.525	45.488
FBtr0345513	9.874	1.52	3.459	5.336	1.504	3.466
FBtr0306902	0	0	0	0	0	0
FBtr0078657	0	0	0	0	0	0
FBtr0071286	235.529	108.936	138.951	380.789	90.924	132
FBtr0309183	2	0	0	0	0	0
FBtr0309182	0	0	0	0	0	0
FBtr0072515	2739.694	1458.824	1594.406	3684.345	1484.696	1348.526
FBtr0072516	3355.17	596.416	636.74	2735.148	520.817	424.552
FBtr0332841	319.939	483.402	415.977	283.762	333.539	276.832
FBtr0072517	1185.978	149.359	154.877	812.746	168.948	187.09
FBtr0078454	102	26	33	61	26	16
FBtr0080824	2644.036	993.728	1074.482	2884.258	865.989	998.255
FBtr0331442	34.99	14.722	38.156	100.108	15.584	15.132
FBtr0331443	10.974	11.55	11.362	10.978	11.427	11.613
FBtr0072458	0	0	0	0.994	0	0
FBtr0100126	0	0	0	0.988	0	0
FBtr0072457	0	0	0	0.995	0	0
FBtr0330231	0	0	0	1.02	0	0
FBtr0343605	0	0	0	1.004	0	0
FBtr0339522	5.58	2.008	2.008	5.065	2.008	1.001
FBtr0084321	5.42	1.992	1.992	4.935	1.992	0.999
FBtr0310083	4.825	1.977	1.961	1.923	1	1.704
FBtr0084957	15.175	3.023	3.039	2.077	0	0.296
FBtr0075491	201	58	65	188	39	63
FBtr0300483	80.568	69.102	60.252	56.275	81.858	52.653
FBtr0305270	105.27	57.527	29.303	161.346	28.508	51.192
FBtr0086776	465.973	135.996	192.966	459.636	111.714	156.947
FBtr0345357	97.433	21.969	23.324	283.048	17.4	30.839
FBtr0086777	833.478	70.014	88.511	245.074	64.181	76.505
FBtr0086778	82.728	18.309	26.687	68.091	13.465	7.125
FBtr0300484	288.993	28.178	40.85	626.134	10.121	23.174
FBtr0086779	176.672	25.905	21.108	259.051	40.753	17.564
FBtr0344475	0	0.401	0	0.372	0	0.401
FBtr0071209	3140.488	325.77	326.709	2880.779	422.209	541.232
FBtr0305914	154.363	55.407	81.904	159.909	36.284	37.591
FBtr0333522	443.751	255.296	156.053	848.667	259.378	217.641
FBtr0333523	88.726	41.625	22.622	99.021	37.313	47.866
FBtr0301763	131.643	19.457	23.54	123.157	27.641	23.303
FBtr0071207	186.561	91.882	88.865	144.898	84.103	81.569
FBtr0071208	840.459	1184.901	1782.522	1147.8	1086.103	1319.229
FBtr0301764	809.465	272.636	268.921	1163.641	298.726	207.017
FBtr0301762	937.405	291.075	286.767	1449.024	263.26	217.513
FBtr0084504	71.793	24.432	25.961	36.037	7.778	16.807
FBtr0300647	33.099	8.7	6.369	29.637	10.927	2.486
FBtr0083154	5889.255	2574	3008	5071.996	1898.995	2043
FBtr0080554	23	9	9	27	8	7
FBtr0084294	2285.338	1107.926	1381	2409.859	870	1030.9
FBtr0308820	60.57	23.543	24.841	27.985	17.215	40.099
FBtr0078861	234.565	69.457	101.159	334.015	81.785	67.901
FBtr0301536	128.652	57.57	64.61	126.508	21.807	20.853
FBtr0332172	76.219	21.43	25.39	30.492	37.193	34.147
FBtr0084399	196	38	48	129	41	44
FBtr0086024	1	2	0	0	1	0
FBtr0343992	82.728	5.859	5.878	65.758	5.81	14.187
FBtr0083719	182.272	79.141	111.122	199.242	79.19	69.813
FBtr0077667	50.136	26.426	38.522	25.753	26.273	17.544
FBtr0335480	5700.864	2870.645	3279.478	5125.247	2186.727	2457.733
FBtr0072242	7435.864	3081.46	3715	7663	2569	2876
FBtr0080354	0	0	0	0	0	0
FBtr0089219	75.679	9.453	4.201	13.966	9.242	5.369
FBtr0089218	21.481	5.632	4.819	4.17	4.337	4.259
FBtr0100147	41.836	8.844	4.084	12.739	8.542	5.548
FBtr0333674	24.491	4.392	4.012	11.592	5.356	4.057
FBtr0333675	79.888	11.841	10.292	29.735	8.051	12.049
FBtr0100148	33.12	4.934	3.792	6.263	4.104	3.696
FBtr0100146	23.862	5.077	3.992	7.419	4.014	4.443
FBtr0089217	16.165	5.202	4.301	4.079	4.039	4.087
FBtr0300379	778.462	132.842	161.364	718.675	151.823	186.518
FBtr0300377	1340.845	244.303	235.198	1026.888	235.535	214.498
FBtr0300378	37.805	5.949	4.297	11.611	4.507	4.827
FBtr0333673	48.378	4.531	6.648	19.864	3.448	5.649
FBtr0080740	1	1	1	3	0	0
FBtr0112760	106	20	22	183	39	33
FBtr0075900	0	0	0	0	0	0
FBtr0332007	10	2	3	2	0	2
FBtr0329940	0.492	0.131	0.447	0.442	0.299	0.827
FBtr0309832	0.491	0.133	0.968	0.497	0.301	0.813
FBtr0309834	0.332	1.203	0.446	0.438	0.294	0.859
FBtr0081169	0.492	0.13	0.447	0.441	0.298	0.829
FBtr0081170	0.336	0.129	0.447	0.438	0.297	0.836
FBtr0309835	38.623	3.273	2.246	69.153	2.535	1.062
FBtr0343241	0.058	0	0	0	0	0
FBtr0300294	1.942	0	0	0	0	0
FBtr0088959	796.633	370.41	355.36	795.758	255	310
FBtr0304880	11	2	3	7	4	3
FBtr0345252	0	0	0	0	0	0
FBtr0078852	0	0	0	0	0	0
FBtr0088975	1796	899	1017	1779	673	834
FBtr0331951	489.244	185.573	249.535	468.413	262.238	258.711
FBtr0306941	311.865	57.245	50.462	376.724	94.416	65.944
FBtr0306934	33.784	24.307	11.756	24.734	17.773	12.495
FBtr0331952	84.081	29.089	30.369	127.651	52.858	36.087
FBtr0306942	147.962	42.643	44.294	179.419	62.466	66.629
FBtr0306938	217.058	97.28	101.624	105.55	46.326	64.964
FBtr0306939	42.586	16.677	32.321	26.286	19.481	9.016
FBtr0306935	68.546	24.241	22.248	47.998	30.08	15.95
FBtr0306932	67.678	26.583	48.056	92.314	51.207	33.323
FBtr0306937	43.293	18.59	9.186	44.464	12.831	11.096
FBtr0306931	54.796	21.035	38.43	71.3	42.195	27.521
FBtr0306936	355.92	154.357	166.424	402.929	111.083	135.682
FBtr0306943	245.053	77.795	65.529	324.503	111.974	85.542
FBtr0306933	967.351	419.843	455.519	1377.124	375.667	387.608
FBtr0306940	45.987	19.401	44.765	29.415	19.405	9.733
FBtr0336658	2684.333	1048.38	1437.872	3840.585	1198.254	1377.876
FBtr0086124	569.667	87.62	65.128	238.415	67.746	63.124
FBtr0082156	2277	1014	1115	2571	928	1086
FBtr0332396	2	0	1	0	0	0
FBtr0086502	1546.586	478.847	607	1399.681	385	434
FBtr0070029	2.685	1.309	1.619	4.374	2.509	1.535
FBtr0087189	1499	491	497	1450	434	386
FBtr0346795	26.534	5.497	4.312	6.793	7.171	6.437
FBtr0070174	13.848	5.959	5.318	32.514	1.642	3.716
FBtr0070671	1312.158	498.782	552.813	1035.371	324.228	398.252
FBtr0343297	50.842	22.218	22.187	50.629	30.772	49.748
FBtr0344794	17.598	8.079	8.034	8.15	8.171	12.915
FBtr0302386	959.402	191.921	199.966	1137.85	310.829	289.085
FBtr0334651	1587.756	699.406	921.823	2153.169	610.975	558.697
FBtr0113207	135.001	72.545	88.644	158.927	65.837	85.31
FBtr0334650	5120.972	1988.121	1964.319	5757.231	2163.696	2063.827
FBtr0334652	252.687	104.747	97.196	124.374	70.602	102.57
FBtr0082065	324.204	103.703	139.897	420.045	177.178	190.46
FBtr0076715	550	166	200	560	154	194
FBtr0088194	0	0	0	0	0	0
FBtr0334919	535.431	96.748	125.056	400.869	122.702	94.282
FBtr0083979	2592.971	858.082	892.837	2969.922	949.701	1087.108
FBtr0113257	284.703	64.17	134.106	385.209	80.597	106.61
FBtr0070827	466.285	187.502	199.99	558.499	142.383	147.474
FBtr0290235	155.405	56.909	55.508	115.987	59.997	49.86
FBtr0345317	3653.323	2050.589	2244.502	2720.514	1205.62	1456.666
FBtr0303460	0	0	0	0	0	0
FBtr0075571	0	0	0	0	0	0
FBtr0306064	2	0	1	0	1	0
FBtr0075475	0	0	0	0	0	0
FBtr0333561	0	0	0	0	0	0
FBtr0079953	681.576	75.495	169.363	734.714	100.78	141.355
FBtr0079954	480.529	163.505	76.637	271.286	93.22	65.645
FBtr0303158	47	22	8	42	24	9
FBtr0086265	0	0	0	0	0	0
FBtr0077464	71.445	26.114	14.224	127.739	21.684	14.718
FBtr0077463	250.555	55.886	66.776	104.261	48.316	57.282
FBtr0074051	29	8	14	21	6	14
FBtr0346316	365.628	38.894	46.692	173.775	70.795	30.864
FBtr0073692	9.379	9.805	9.66	9.379	9.665	9.85
FBtr0343649	1199.874	557.302	591.647	1201.826	407.54	544.286
FBtr0087387	349.256	88.012	142.514	265.925	149.344	190.449
FBtr0339999	1819.491	706.171	743.723	2530.987	667.789	707.899
FBtr0080834	682.738	182.303	199	598.561	117	155
FBtr0085917	37.981	20.122	22.024	30.909	31.156	24.849
FBtr0085918	182.777	75.923	68.504	229.696	76.448	78.779
FBtr0085914	716.546	184.066	198.471	801.834	296.708	189.428
FBtr0085915	287.012	81.375	78.957	229.152	81.283	109.039
FBtr0304885	513.363	121.678	120.52	462.315	79.397	139.092
FBtr0332967	764.301	211.141	409.164	974.041	301.549	268.037
FBtr0100618	48.567	56.171	54.392	50.988	65.533	66.418
FBtr0085906	4775	1530	1666	5785	1577	1555
FBtr0290053	22	6	11	11	5	13
FBtr0087105	51823.991	19408	20324	41140	15376	19984
FBtr0333866	80.662	31.43	15.901	134.971	15.709	21.091
FBtr0076469	168.338	63.582	114.099	185.029	79.291	74.909
FBtr0083928	2	0	0	1	0	0
FBtr0308829	15.347	4.514	6.375	27.479	6.599	7.913
FBtr0344260	13.159	4.028	5.267	23.063	5.964	9.264
FBtr0301117	10.356	4.365	8.448	21.414	7.213	9.424
FBtr0308828	13.123	4.862	7.124	24.51	7.404	9.113
FBtr0304586	1.592	1.013	0	0	0	0.334
FBtr0307171	0.899	0	0	0	0	0.33
FBtr0343621	1.511	0.987	0	0	0	0.336
FBtr0072160	248.047	85	102	142	51	49
FBtr0306010	475.045	200.465	162.095	506.275	242.329	184.493
FBtr0306009	1027.147	301.535	369.905	1378.725	352.671	369.507
FBtr0100020	403.998	61	50	242	43	62
FBtr0072113	98.198	16.455	38.238	85.464	19.103	23.183
FBtr0072112	2113.927	1022.993	1197.219	2302.294	953.16	989.048
FBtr0074774	34.883	16.877	35.301	452.203	23.376	38.299
FBtr0074771	2977.774	1702.843	2092.22	3797.839	1548.591	1480.138
FBtr0336691	937.62	370.038	421.616	890.924	334.752	361.955
FBtr0309237	288.665	128.488	88.088	273.854	90.62	94.504
FBtr0303999	638.663	201.72	148.12	572.477	152.486	127.385
FBtr0074773	165.554	139.208	148.14	369.223	90.044	161.184
FBtr0074772	1193.434	881.96	901.82	1894.014	1076.432	986.709
FBtr0304000	1449.038	136.909	128.176	585.52	100.732	91.306
FBtr0336692	184.369	56.957	80.52	220.915	60.967	60.519
FBtr0076807	22.071	4	3	22.058	5	9
FBtr0088022	1	0	0	4	0	0
FBtr0072012	100	30	53	88	39	36
FBtr0083571	12.284	3.074	4	13.257	3.008	3.029
FBtr0310156	5	3	0	4	3	2
FBtr0071691	83.064	54.253	74.424	227.46	46.457	63.29
FBtr0071690	1977.677	756.138	978.502	3509	1298.2	1598.398
FBtr0344882	53.259	11.609	15.073	44.539	13.343	6.312
FBtr0113235	1066.591	417.01	482.787	1340.928	365.434	431.292
FBtr0346063	221.409	50.99	51.213	271.072	85.33	74.708
FBtr0091872	168.089	0.3	53.802	287.135	143.812	76.412
FBtr0080086	1239.974	289	305	985.979	203	264
FBtr0072210	398.271	114.883	143.643	580.96	135.703	153.379
FBtr0343280	113.289	18.117	46.357	41.04	25.297	25.621
FBtr0082572	198.09	57.592	86.133	162.416	37.431	53.602
FBtr0331562	7.225	5.877	13.392	7.592	6.922	4.323
FBtr0300903	458.23	130.168	156.608	435.48	112.078	131.677
FBtr0330084	547.045	401.551	322.957	1398.928	263.208	239.643
FBtr0085220	344.965	262.917	491.915	176.162	403.298	385.771
FBtr0330085	723.1	112.179	118.799	444.689	89.412	111.908
FBtr0085221	88.182	56.566	41.33	123.63	83.081	49.353
FBtr0077712	1038.454	298.362	374	1375.992	337	380.156
FBtr0071765	4	2	0	1	1	1
FBtr0083304	2	1	1	2	1	0
FBtr0071569	1084.705	385.33	478.261	1291.753	317.727	399.281
FBtr0080564	5	3	3	4	3	1
FBtr0345485	11.539	3.104	3.059	5.052	1.762	4.044
FBtr0085987	97.461	46.896	42.941	10.948	3.238	3.956
FBtr0321256	1.397	0.487	0	0.988	0	0
FBtr0085185	2.021	0.638	0.013	1.133	0.043	0.043
FBtr0309798	3.524	1.486	0.361	5.785	1.571	0.334
FBtr0345257	316.181	111.06	74.664	432.851	92.862	118.52
FBtr0081684	1481.076	634.513	897.411	2204.003	984.13	926.307
FBtr0301622	324.245	112.324	80.437	380.699	96.356	120.87
FBtr0304903	129.508	60.004	61.599	114.937	58.079	49.781
FBtr0081686	1000.003	471.931	500.379	538.669	158.507	185.185
FBtr0081685	298.278	108.169	74.511	252.841	64.066	79.337
FBtr0273372	0	0	0	0	0	1
FBtr0071302	34.372	21.083	17.811	65.805	14.306	2.595
FBtr0333472	28.628	16.917	25.189	1.195	1.694	26.405
FBtr0077292	0	0	0	0	0	0
FBtr0343406	24.987	10.194	11.189	35.224	16.778	11.093
FBtr0343405	19.095	11.579	18.195	30.245	15.906	17.438
FBtr0079496	212.918	44.227	41.616	155.531	33.316	41.469
FBtr0085441	1.516	1.036	0	3.122	0	2
FBtr0273255	168	56	61	127	31	32
FBtr0085748	1	0	0	0	0	0
FBtr0077328	4	3	1	1	1	0
FBtr0347573	14.093	5.85	7.958	18.662	4.487	6.861
FBtr0347574	17.907	4.15	8.042	15.338	4.513	9.139
FBtr0083775	3	1	0	2	1	0
FBtr0082981	443.333	83.515	76.498	319.175	72.573	66.683
FBtr0334959	1280.71	406.715	503.718	1232.281	401.427	460.529
FBtr0087815	119	42	47	143	39	38
FBtr0088380	13	7	6	20	9	7
FBtr0088953	1155	442	567	1355	358	438
FBtr0077042	0	0	0	2	0	0
FBtr0072380	0	0	0	0	0	0
FBtr0339749	1040.241	119.093	99.585	676.335	93.98	114.495
FBtr0345160	411.788	194.499	409.862	472.308	360.962	302.564
FBtr0073607	919.072	867.375	787.553	1288.019	561.015	621.941
FBtr0081261	0.32	0.002	0	0.001	0	0.503
FBtr0343860	1.68	0.002	0	0.001	0	0.497
FBtr0078668	814.809	327.097	381.432	697.798	247	305.853
FBtr0330059	4.08	1.521	0.502	7.896	0.502	0.01
FBtr0345911	18.977	1.485	0.502	12.006	0.501	0.01
FBtr0070664	1	1	2	0	0	0
FBtr0088824	471.003	233.941	227.318	396.863	135.138	190.826
FBtr0310369	12.756	2.464	2.321	14.434	6.379	2.464
FBtr0339280	5.17	3.687	3.397	13.266	3.53	3.818
FBtr0083557	12.533	12.687	12.61	12.533	12.502	21.304
FBtr0336468	878.692	385.313	423.197	879.036	291.92	328.12
FBtr0331372	81.446	26.299	27.253	47.305	20.35	24.72
FBtr0077603	55.632	25.346	26.662	70.821	12.184	13.118
FBtr0342604	0.501	0.501	0	0	0	0.501
FBtr0080360	0.499	0.499	0	0	0	0.499
FBtr0071249	25540.818	12986	15029	16938	7612	8754
FBtr0074086	10257.887	5170	5953	10755	3845	4619
FBtr0299610	102	40	46	103	55	45
FBtr0072694	1099.59	374.008	476.02	1378.443	547.577	414.05
FBtr0333207	230.715	32.718	20.537	219.72	38.468	38.51
FBtr0088198	0	0	0	0	0	0
FBtr0339474	0	0	0	0	0	0
FBtr0074443	685.381	381.929	515.483	870.422	511.095	516.067
FBtr0074442	230.386	109.583	137.613	207.564	97.56	97.22
FBtr0074441	5792.574	1946.489	2373.904	6733.406	2062.345	2086.713
FBtr0290323	63.564	7.221	7.276	42.838	3.861	3.852
FBtr0330637	105.436	41.779	52.724	162.162	58.139	49.148
FBtr0070819	0	0	0	0	0	0
FBtr0332699	22.184	33.927	28.394	21.114	21.914	29.462
FBtr0302716	2285.721	848.532	640.229	648.581	733.697	486.407
FBtr0302713	827.083	265.718	251.672	1023.266	270.491	265.18
FBtr0302715	1520.303	352.158	427.055	1691.741	372.425	306.242
FBtr0332698	722.715	887.86	1288.418	1737.888	570.358	668.065
FBtr0302712	345.851	161.829	263.849	260.381	122.651	106.363
FBtr0302714	256.743	142.809	204.725	272.104	107.799	105.016
FBtr0074055	122.926	49.959	64.294	163.586	39.225	43.897
FBtr0339683	25.398	14.165	10.797	23.351	4.39	19.734
FBtr0339684	31.409	2.313	1.725	16.959	0.908	2.592
FBtr0339685	13.267	1.563	1.184	2.103	6.477	1.777
FBtr0088425	1264	396	498	1397	384	554
FBtr0082862	4.015	1	0.002	8.924	1.007	2
FBtr0082861	0	0	0	0	0	0
FBtr0344643	0	0	0	1.12	1	0
FBtr0089170	8	0	2	8	1	2
FBtr0075909	6.38	2.005	1.002	16.002	4.039	5.004
FBtr0334982	0.309	0.063	0.379	0.152	0	0.183
FBtr0343800	0.431	0.062	0.058	0.149	0	0.309
FBtr0334979	3.215	0.066	1.049	5.56	0.595	0.851
FBtr0334978	0.306	0.061	0.058	0.149	0	0.18
FBtr0334983	0.431	0.062	0.058	0.149	0	0.309
FBtr0334974	0.306	0.062	0.058	0.149	0	0.18
FBtr0334970	0.306	0.062	0.058	0.149	0	0.18
FBtr0334980	0.433	0.063	0.379	0.152	0	0.313
FBtr0334975	0.306	0.062	0.058	0.15	0	0.18
FBtr0334977	0.432	0.062	0.058	0.15	0	0.31
FBtr0334973	0.431	0.061	0.058	0.149	0	0.309
FBtr0334972	0	0.062	1.08	1.043	0	0.181
FBtr0334976	0.309	0.063	0.059	0.152	0	0.182
FBtr0334981	3.047	0.067	1.475	5.044	0.594	0.844
FBtr0343801	0.306	0.062	0.058	0.15	0	0.18
FBtr0334971	0.432	0.062	0.058	0.15	0	0.31
FBtr0332207	67.205	20.975	10.689	30.537	16.645	11.786
FBtr0332206	12.329	8.025	13.311	10.236	9.038	11.214
FBtr0304924	1614.888	511.423	536.041	1448.51	314.69	504.758
FBtr0071906	1720.675	1030.894	1160.663	1921.997	898	870.76
FBtr0332910	143.437	37.683	55.295	81.492	29.309	37.483
FBtr0086677	2251.607	874	1128	1686	543	646
FBtr0304831	5.309	2.723	2.092	3.353	3.415	5.087
FBtr0304830	5.29	2.739	1.987	3.378	3.28	4.844
FBtr0304836	69.008	13.339	24.316	21.815	8.231	4.673
FBtr0304834	4.943	2.443	1.78	3.259	3.152	4.049
FBtr0333221	204.129	52.059	46.087	186.845	53.534	53.689
FBtr0304833	456.573	109.698	125.769	557.379	135.389	104.658
FBtr0114374	389.784	112.707	110.588	594.31	114.414	80.05
FBtr0114376	150.618	39.959	56.552	111.149	48.18	83.712
FBtr0114375	330.193	21.526	33.648	252.626	33.097	69.74
FBtr0082793	1139.384	427.808	565.212	1432.553	496.31	373.498
FBtr0332695	0.498	0.965	0.498	1.393	0.964	0.498
FBtr0074856	0.502	1.035	0.502	1.607	1.036	0.502
FBtr0076987	34.056	31.929	36.078	88.594	22.404	24.201
FBtr0333060	100.944	9.071	4.922	76.406	8.596	12.799
FBtr0070377	2184.923	1288.244	1425.628	3626.428	840.785	1129.607
FBtr0333754	879.953	160.93	127.443	596.421	128.201	98.353
FBtr0070376	1880.131	392.402	457.633	610.226	646.38	442.058
FBtr0333755	55.993	20.424	35.295	207.925	28.634	29.982
FBtr0073900	2979.517	1762.633	1883.751	3298.418	1547.989	1519.383
FBtr0073901	65.4	8.367	40.249	13.582	7.011	29.617
FBtr0082297	160	69	63	142	37	49
FBtr0084177	391.029	60.872	81.434	225.312	74.002	44.406
FBtr0100514	109.052	20.363	12.956	113.817	17.015	25.249
FBtr0301402	1663.473	439.112	667.379	1988.872	386.593	395.371
FBtr0301401	268.447	23.106	40.216	82.736	28.891	24.36
FBtr0335195	311.297	108.066	64.974	140.786	74.088	59.586
FBtr0084178	207.674	197.852	141.041	248.067	170.411	143.027
FBtr0343491	8.142	2	3.715	10.979	3	4.953
FBtr0072334	3.858	0	1.285	0.021	0	0.047
FBtr0340069	0	0	0	1	1	0
FBtr0074087	402.501	181.395	180.436	391.495	157.426	193.378
